"","case_order","uid","state","county","zip","lat","lng","area","time_zone","children","age","income","marital","gender","churn","outage_sec_perweek","email","contacts","yearly_equip_failure","techie","contract","port_modem","tablet","internet_service","phone","multiple","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","paperless_billing","payment_method","tenure","monthly_charge","bandwidth_gb_year","item1","item2","item3","item4","item5","item6","item7","item8"
"84",96,"Other","TX","Other",75212,32.78137,-96.87917,"Suburban","America/Chicago",0,29,24270.88,"Divorced","Female","Yes",11.0596826,13,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",4.672610857,245.145743,1158.91369,5,5,4,5,1,5,5,4
"85",97,"Other","IL","Other",60926,40.57234,-87.80962,"Rural","America/Chicago",0,83,54466.33,"Married","Female","No",8.834079073,17,0,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","Yes","No","No","No","No","Electronic Check",6.796299371,124.97808,529.40733,4,4,4,3,2,4,3,4
"86",99,"Other","NC","Other",28301,35.07431,-78.88358,"Rural","America/New_York",5,80,103311.26,"Never Married","Male","No",9.394961367,15,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Mailed Check",20.31163945,162.500692,2056.386979,5,4,4,3,4,4,5,5
"87",100,"Other","ND","Other",58784,48.36433,-102.42437,"Suburban","America/Chicago",0,20,40211.04,"Never Married","Male","No",14.4754365,11,1,1,"No","One year","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Electronic Check",6.998814446,182.467607,1067.373076,3,4,3,5,2,6,6,6
"88",102,"Other","KY","Other",42327,37.58745,-87.30164,"Urban","America/Chicago",1,32,43466.35,"Never Married","Male","No",13.79409442,10,1,0,"No","One year","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Bank Transfer(automatic)",11.13472066,182.467607,1397.701335,3,4,4,4,3,4,2,3
"89",103,"Other","NY","Other",11417,40.67637,-73.84441,"Urban","America/New_York",0,53,23289.77,"Divorced","Female","Yes",12.40165307,19,1,0,"No","Month-to-month","No","Yes","None","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Mailed Check",2.542296644,220.161527,808.4305471,2,4,3,2,3,3,5,3
"90",104,"Other","WV","Other",26201,39.00049,-80.20387,"Rural","America/New_York",2,25,49158.49,"Separated","Male","No",10.24782033,9,1,0,"No","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Electronic Check",17.22596021,169.937833,1886.531937,4,4,3,4,3,3,3,4
"91",105,"Other","MO","Other",64080,38.76701,-94.25448,"Suburban","America/Chicago",0,69,3805.84,"Divorced","Male","Yes",14.86100819,16,0,2,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Mailed Check",22.79214163,204.963371,2294.781131,3,3,3,3,2,4,4,4
"92",106,"Other","NE","Other",68065,41.07317,-96.83986,"Urban","America/Chicago",3,71,52616.27,"Widowed","Male","Yes",6.716953195,10,2,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Electronic Check",3.823689744,204.963371,826.3438621,3,5,3,2,4,2,4,2
"93",107,"Other","NY","Other",10511,41.26302,-73.94368,"Urban","America/New_York",3,53,30550.42,"Widowed","Female","Yes",8.124258176,18,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Credit Card (automatic)",10.77094687,245.128318,2072.564168,3,3,2,4,3,2,4,3
"94",108,"Other","IN","Orange",47469,38.61776,-86.61282,"Urban","America/Indiana/Indianapolis",2,56,12154.01,"Divorced","Nonbinary","Yes",14.60903837,11,0,2,"No","Month-to-month","No","Yes","None","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Bank Transfer(automatic)",13.08671185,172.473314,1436.793746,4,4,3,3,5,3,2,2
"95",109,"Other","TX","Other",79537,32.29188,-100.21075,"Suburban","America/Chicago",0,42,30649.31,"Married","Male","Yes",12.65015936,9,2,2,"No","Month-to-month","Yes","No","DSL","No","Yes","No","No","No","Yes","No","Yes","No","Bank Transfer(automatic)",14.76468813,172.456745,1963.332683,4,3,4,3,5,4,2,3
"96",110,"Other","AL","Jackson",35966,34.79657,-85.67879,"Suburban","America/Chicago",3,33,31417.33,"Married","Male","Yes",12.0281501,14,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Electronic Check",9.473091121,194.976769,1324.164906,2,2,2,2,4,2,3,2
"97",111,"Other","VA","Other",20120,38.85433,-77.47715,"Urban","America/New_York",1,47,55861.19,"Divorced","Male","No",15.68043093,16,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",5.197446331,137.439154,704.9375603,4,4,4,4,3,3,4,3
"98",112,"Other","MN","Other",55703,47.74202,-92.78159,"Urban","America/Chicago",1,48,9044.26,"Widowed","Female","Yes",11.30421466,18,3,1,"No","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Credit Card (automatic)",6.577552683,192.470522,888.6517305,3,4,4,4,2,3,4,4
"99",113,"Other","WI","Other",54868,45.52596,-91.71346,"Rural","America/Chicago",0,63,25381.66,"Never Married","Female","Yes",10.26646787,10,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","No","Mailed Check",3.174571918,159.951231,377.0810282,4,3,4,2,3,3,3,3
"100",114,"Other","MA","Other",1243,42.35146,-73.02322,"Urban","America/New_York",1,40,65064.31,"Widowed","Male","No",7.56618217,9,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",17.88002366,112.455141,1606.489936,3,3,3,3,3,3,3,4
"101",115,"Other","NY","Other",14822,42.43085,-77.84964,"Urban","America/New_York",0,67,12527.51,"Divorced","Male","Yes",10.40677369,14,2,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Mailed Check",13.12190056,174.961766,1431.409396,5,4,4,3,3,5,3,4
"102",116,"Other","VA","Franklin",24151,36.95739,-79.86453,"Urban","America/New_York",0,56,35499.06,"Divorced","Female","No",7.146124361,13,3,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","No","No","Yes","No","No","Credit Card (automatic)",23.34617699,162.452604,2253.85247,6,5,4,4,4,3,5,3
"103",117,"Other","KY","Montgomery",40334,38.01464,-83.76565,"Urban","America/New_York",6,24,26282.4,"Married","Female","No",9.807530479,10,1,0,"Yes","One year","Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","No","No","Yes","Mailed Check",6.311709178,137.483594,1353.29384,5,5,4,3,3,3,3,3
"104",118,"Other","NE","Other",68423,40.80268,-96.95214,"Urban","America/Chicago",2,79,51237.28,"Divorced","Female","No",10.61217014,12,3,0,"No","Two Year","No","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",12.58298231,275.133571,1701.457566,4,5,4,4,1,4,4,4
"105",119,"Other","NY","Other",14891,42.37724,-76.94575,"Rural","America/New_York",3,61,64222.21,"Married","Male","Yes",5.785085772,16,1,1,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","No","No","Yes","No","Electronic Check",7.120096363,127.442069,1290.737183,4,3,4,5,3,5,4,4
"106",120,"Other","SC","Other",29844,33.7683,-82.2322,"Urban","America/New_York",0,38,11014.98,"Divorced","Male","Yes",9.062879297,11,2,0,"Yes","Two Year","No","No","None","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Electronic Check",9.344886869,210.138,1403.270091,4,4,4,4,3,4,4,4
"107",121,"Other","CA","Los Angeles",91001,34.19544,-118.13796,"Rural","America/Los_Angeles",4,28,21172.49,"Divorced","Female","No",16.54443477,13,1,0,"Yes","Two Year","No","No","DSL","Yes","Yes","No","Yes","No","No","No","No","Yes","Credit Card (automatic)",22.37815032,147.456419,2603.903672,5,4,5,2,3,4,4,3
"108",122,"Other","IA","Other",52218,42.29251,-91.53608,"Urban","America/Chicago",3,44,26130.78,"Divorced","Male","Yes",4.539566699,8,2,0,"No","One year","Yes","Yes","None","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",4.799514433,242.657291,1256.287854,4,4,2,3,3,4,5,5
"109",123,"Other","PA","Other",16055,40.71569,-79.748,"Suburban","America/New_York",1,65,36478.21,"Widowed","Male","No",7.251198724,14,2,0,"Yes","Month-to-month","No","Yes","None","Yes","No","No","Yes","No","Yes","No","No","Yes","Mailed Check",10.04672315,114.983787,980.9935923,2,2,3,4,3,3,4,4
"110",124,"Other","FL","Other",33904,26.57593,-81.94532,"Urban","America/New_York",3,35,54533.63,"Divorced","Female","No",8.943293567,15,2,1,"No","Month-to-month","Yes","Yes","None","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",8.156552837,187.656013,1347.869205,4,4,4,3,4,3,3,4
"111",125,"Other","OH","Other",44485,41.24042,-80.84612,"Suburban","America/New_York",2,31,37103.18,"Separated","Female","No",12.57884215,9,3,1,"No","Two Year","Yes","No","None","Yes","Yes","No","No","Yes","No","Yes","No","No","Credit Card (automatic)",7.992791229,149.991327,1127.267848,2,2,3,5,5,1,2,2
"112",126,"Other","FL","Other",33525,28.33597,-82.20146,"Suburban","America/New_York",2,34,74679.84,"Widowed","Male","No",11.64836306,11,0,1,"Yes","Two Year","Yes","Yes","DSL","Yes","Yes","No","No","No","No","No","No","No","Bank Transfer(automatic)",7.231032028,124.960655,1269.836202,4,3,3,3,4,5,4,4
"113",127,"Other","PA","Other",17763,41.51534,-76.97577,"Urban","America/New_York",2,68,95028.57,"Separated","Male","Yes",6.076260652,13,0,0,"No","Month-to-month","Yes","Yes","None","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Electronic Check",4.627672042,220.161527,1038.745378,3,3,3,3,4,3,3,3
"114",128,"Other","CT","Other",6066,41.8364,-72.46061,"Urban","America/New_York",0,62,34281.1,"Never Married","Male","No",11.75681641,9,0,0,"No","Two Year","No","No","DSL","No","Yes","No","Yes","Yes","Yes","No","No","No","Bank Transfer(automatic)",10.05306287,172.48852,1531.155367,5,5,4,2,5,3,4,3
"115",129,"Other","IL","Other",61052,42.11139,-88.99956,"Urban","America/Chicago",0,52,36240.81,"Separated","Male","No",9.173739977,14,0,1,"No","Two Year","Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","No","No","No","Electronic Check",4.171044392,120.004928,991.2441024,4,4,5,3,3,4,4,5
"116",132,"Other","AL","Other",36277,33.75973,-85.81881,"Rural","America/Chicago",8,66,12995.68,"Divorced","Female","No",11.36323648,12,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","Yes","Mailed Check",2.730250735,159.951231,577.1157824,3,3,3,6,3,6,5,4
"117",133,"Other","NH","Other",3051,42.76391,-71.4071,"Rural","America/New_York",1,70,77531.43,"Divorced","Female","Yes",2.310584634,14,1,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Bank Transfer(automatic)",8.574901206,184.949594,1442.974877,2,3,2,4,4,2,1,3
"118",134,"Other","NY","Other",13131,43.42122,-76.09223,"Suburban","America/New_York",3,41,87354.99,"Divorced","Male","Yes",5.290318715,10,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Mailed Check",9.743201772,252.637807,1577.208717,5,5,3,4,4,4,4,5
"119",135,"Other","MN","Other",56524,46.21378,-95.61021,"Suburban","America/Chicago",2,59,76567.85,"Separated","Male","No",5.258274954,8,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",9.482919033,112.455141,886.9398744,4,5,4,4,4,4,5,4
"120",136,"Other","Other","Other",19955,39.22601,-75.66854,"Rural","America/New_York",1,46,30663.52,"Married","Male","No",7.157580014,12,0,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Electronic Check",8.447988841,179.979358,1065.06443,4,3,4,4,5,2,3,3
"121",137,"Other","NC","Other",27831,36.45915,-77.5707,"Suburban","America/New_York",3,70,122957.19,"Married","Male","No",2.120350511,17,0,0,"No","One year","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Bank Transfer(automatic)",6.365998533,202.443347,951.886985,3,3,3,4,3,4,3,2
"122",139,"Other","OK","Other",73669,35.72895,-98.7404,"Suburban","America/Chicago",4,75,74638.78,"Never Married","Female","Yes",6.547676875,10,3,1,"No","One year","No","No","Fiber Optic","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Mailed Check",14.64011644,255.155493,1925.911722,3,3,4,4,3,4,2,5
"123",140,"Other","KY","Other",40827,37.04672,-83.47218,"Urban","America/New_York",0,26,32652.3,"Married","Female","Yes",7.410590719,9,0,1,"Yes","Month-to-month","No","Yes","DSL","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Electronic Check",11.71637124,174.976769,1805.011298,5,4,5,4,4,4,4,4
"124",141,"Other","IL","Other",60150,41.92493,-88.88861,"Urban","America/Chicago",4,25,63650.54,"Divorced","Female","No",11.39765385,8,1,1,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Electronic Check",4.13273503,169.992756,700.7343179,4,3,4,3,4,3,3,3
"125",142,"Other","TX","Other",77901,28.80493,-96.98473,"Rural","America/Chicago",1,84,28622.6,"Widowed","Female","Yes",11.29945603,14,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Bank Transfer(automatic)",2.887429547,192.440432,513.237305,4,5,3,4,4,2,4,2
"126",143,"Other","NJ","Other",7439,41.07608,-74.59774,"Suburban","America/New_York",3,69,50252.79,"Never Married","Male","No",11.30748265,15,0,2,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","Yes","Yes","No","No","Yes","No","Bank Transfer(automatic)",3.303030246,182.460772,717.3876564,4,4,4,5,2,4,4,4
"127",144,"Other","TX","Other",79556,32.45432,-100.36402,"Urban","America/Chicago",3,31,19800.81,"Divorced","Male","No",10.31551212,11,2,1,"No","One year","No","Yes","DSL","Yes","No","No","No","Yes","No","No","Yes","No","Credit Card (automatic)",5.15825129,139.965008,1313.492851,5,5,5,4,2,3,4,3
"128",146,"Other","NJ","Other",8551,40.44172,-74.84013,"Rural","America/New_York",8,75,36342.31,"Divorced","Male","Yes",15.40917963,15,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Bank Transfer(automatic)",2.733109234,217.472533,882.1160656,5,4,4,4,3,5,5,3
"129",147,"Other","MN","Other",56019,44.11271,-94.89317,"Rural","America/Chicago",1,74,48715.53,"Divorced","Nonbinary","Yes",11.9664542,17,1,0,"No","Two Year","Yes","Yes","None","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Mailed Check",3.180102025,210.138,724.7803356,2,2,3,4,2,2,3,2
"130",148,"Other","NY","Orange",10915,41.54231,-74.35823,"Suburban","America/New_York",1,49,23204.98,"Divorced","Male","No",10.18046877,10,2,0,"No","Two Year","No","No","DSL","No","No","No","No","No","Yes","No","No","Yes","Electronic Check",15.85983755,104.964303,1829.270014,5,4,5,2,4,5,4,3
"131",149,"Other","PA","Washington",15057,40.35592,-80.24823,"Rural","America/New_York",1,47,35302.52,"Separated","Male","Yes",14.01485542,16,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Bank Transfer(automatic)",11.73724209,262.610632,1668.199119,2,3,2,4,4,3,2,2
"132",150,"Other","NY","Jefferson",13616,44.02608,-75.85861,"Urban","America/New_York",4,20,54895.16,"Married","Female","Yes",14.62784306,17,2,0,"No","Month-to-month","Yes","Yes","None","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Credit Card (automatic)",7.006240694,152.488401,1124.353152,6,5,5,3,6,4,4,4
"133",151,"Other","OR","Other",97467,43.71022,-123.95642,"Suburban","America/Los_Angeles",2,26,60398.06,"Never Married","Female","Yes",10.90517581,10,2,0,"No","One year","No","No","DSL","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Credit Card (automatic)",5.562130367,174.974431,1316.239744,3,3,3,3,3,3,5,3
"134",152,"Other","CA","Los Angeles",91506,34.17123,-118.32382,"Urban","America/Los_Angeles",2,72,8115.88,"Never Married","Female","No",8.894475174,8,0,1,"No","One year","No","No","Fiber Optic","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Credit Card (automatic)",14.53027663,220.118516,1637.201426,2,3,3,5,3,4,4,4
"135",153,"Other","CT","Other",6119,41.76336,-72.72717,"Urban","America/New_York",1,41,33858.66,"Divorced","Male","No",10.50187888,13,0,0,"Yes","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","Yes","No","No","Yes","No","No","Mailed Check",5.905906389,162.452604,951.8524406,5,5,4,3,5,4,4,4
"136",154,"Other","LA","Other",71373,31.30969,-91.60794,"Suburban","America/Chicago",3,26,29950.47,"Married","Female","Yes",12.34250072,12,2,1,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Mailed Check",3.260462654,184.961033,1248.097652,3,4,3,3,4,4,4,4
"137",155,"Other","MS","Other",39338,32.11472,-89.22514,"Urban","America/Chicago",4,55,49421.69,"Separated","Male","No",10.29380879,12,3,0,"No","One year","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Electronic Check",18.91276578,217.483972,2220.255405,4,4,3,5,4,3,3,4
"138",156,"Other","CA","Other",92377,34.15607,-117.40417,"Urban","America/Los_Angeles",1,46,11061.05,"Married","Female","No",8.512650562,11,2,1,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","Yes","Yes","No","Mailed Check",14.25617986,220.118516,1669.202417,3,4,4,4,2,5,3,4
"139",157,"Other","IL","Other",60645,42.00853,-87.69481,"Suburban","America/Chicago",0,87,15388.32,"Separated","Female","Yes",7.82671592,13,1,2,"Yes","One year","Yes","No","None","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Bank Transfer(automatic)",7.983887266,187.642236,990.0555076,4,4,3,3,4,4,4,2
"140",159,"Other","KY","Montgomery",40334,38.01464,-83.76565,"Rural","America/New_York",0,81,47877.81,"Married","Male","Yes",11.40449185,12,0,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Electronic Check",19.95277818,252.637807,2190.259876,4,4,4,4,5,3,4,3
"141",160,"Other","NY","Other",11798,40.75225,-73.37596,"Suburban","America/New_York",0,83,46154.17,"Never Married","Male","No",10.44249511,13,1,0,"No","One year","Yes","No","None","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Credit Card (automatic)",14.85781115,130.024412,1445.752781,3,4,4,1,3,4,4,4
"142",161,"Other","IL","Other",60145,42.09364,-88.77654,"Urban","America/Chicago",0,50,107111.8,"Widowed","Female","Yes",15.38627887,12,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","No","Yes","No","No","Yes","No","Credit Card (automatic)",2.600063739,162.482694,528.6553088,3,3,2,3,4,4,4,3
"143",162,"Other","MN","Other",56036,43.55141,-93.22052,"Urban","America/Chicago",3,87,10403.59,"Married","Female","Yes",10.68024546,13,2,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Bank Transfer(automatic)",11.92299244,182.467607,1296.481055,4,3,4,3,4,3,4,3
"144",163,"Other","Other","Lincoln",83126,42.57963,-110.84469,"Rural","America/Denver",3,76,22412.6,"Married","Female","No",10.62439366,13,0,0,"No","Two Year","Yes","No","DSL","Yes","No","No","Yes","No","No","Yes","No","Yes","Mailed Check",5.972864167,139.934918,1195.393037,2,3,4,4,3,3,1,3
"145",164,"Other","OH","Other",43613,41.70628,-83.6037,"Suburban","America/New_York",6,25,19476.27,"Widowed","Female","Yes",10.91642397,13,1,0,"Yes","Two Year","No","No","None","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Mailed Check",10.87555535,200.165175,1700.121992,2,2,3,2,5,4,4,3
"146",165,"Other","ID","Other",83333,43.56677,-114.3155,"Rural","America/Boise",3,34,96382.76,"Married","Male","Yes",8.580626195,14,0,0,"No","Two Year","Yes","No","None","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Mailed Check",16.00330155,202.682861,2120.673828,2,2,3,4,1,4,4,4
"147",166,"Other","ND","Other",58257,47.49741,-97.28184,"Suburban","America/Chicago",1,46,28022.56,"Divorced","Female","No",8.996933306,11,0,1,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","No","Electronic Check",12.63074989,159.951231,1238.421347,4,5,5,2,3,5,4,5
